HTTPS | captive.apple.com/
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/config_csrankingseasoninfo.UGP4wvZ5H7gNcsF~2BQxvX~2F91WYL0~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/ingame_bluetears_mounts_female_flymove_3p.ciZryKjFYybaB1~2FvCiSANnrqL3c~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_19_m.Dp5fqo6Tc1ZV~2BSBAoyM9JySVDCQ~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/uihudteamrallybtn.7NoNgUDNgHzTmixHwHfF5x~2FrJnc~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_15_f.Fgc7pwBh7gjspv4piM3NFgi27yM~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/background_3d_objects_3.qkzxZ3ak~2BP0s34RIWqFBDFccerA~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_32_m.XxwryuDloBbMw0y4WbRVbFgRkBo~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_11_f.ACdHiwdkEwEMeUExj~2BJh5RdMLjc~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/config_map_legend.9ZPzeOlRmA0y8k7wJlAk4RgaioU~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/ff_vfx_ingame_female_cos_br_soccer_blue_shoes.EL6~2B6eOcUHxtKhqhK9u5XkaNaTk~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/background_3d_objects_3.qkzxZ3ak~2BP0s34RIWqFBDFccerA~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/config_newplayer_sevendays.JZyjG6YHJ8SK9HDB0QGu6c2PBI4~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/background_3d_objects_2.ISQ7cfWpQLruJV7M81~2Bi8cIOcxs~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/female_1p_backpack_ghost25_003.4Gw2Y7iMnG6~2FwCwJO~2FRHXytIe1s~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/background_3d_objects_3.qkzxZ3ak~2BP0s34RIWqFBDFccerA~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/uihudquickchatv2combo.4Y~2B6cucWAxB12Qot0iveFG6ZlfE~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_17_m.BPS9caoBBkPiauMnky~2FggmJT3tU~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/uihudpresetpickentrance.TMq7bBuDh36VdQiKYLfCwe1RXcI~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_27_f.HpK1H85ns84B4Xs2MLeZ~2Fojbtb4~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/female_gb_ct_execution_lobby.YsmgGaQk5Vk85ZiC~2B3t08biMlJE~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/ingame_bluetears_mounts_female_flymove.7WKWgo36lP0CIDPJjtOfh0LDcJQ~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_04_m.uFGQRffihzm9Dv4~2Fd5doxFc3sHo~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/background_3d_objects_2.ISQ7cfWpQLruJV7M81~2Bi8cIOcxs~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_08_f.8y2BoFIVLfLfSAJxAgTNbztNBFk~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/preview_male_finishmove_gb_ct.kce~2FasNRn3FXMBEJ6eNqjFzgmRw~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/config_ingame_weapon_group.ocbonUMJCV~2FSTBRWFjPplrRUFmo~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_21_m.ViiqRcdUslyk5yaBsswPkDka~2BcU~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/ff_vfx_ingame_male_cos_br_soccer_blue_shoes.LrU69tplkC63XeXWQorceWs3ikA~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/background_3d_objects_2.ISQ7cfWpQLruJV7M81~2Bi8cIOcxs~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/preview_male_finishmove_gb_ct.kce~2FasNRn3FXMBEJ6eNqjFzgmRw~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_bambinolatam53_voice_item_06_m_en.vcJpVnFBfsotLXxjaprBNTkSrnQ~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/uifrontendpreviewconfig.29Cgq5YlaDMIdvGfjLYupC1IOQc~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/background_3d_objects_2.ISQ7cfWpQLruJV7M81~2Bi8cIOcxs~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_02_f.wBwetRRCxDOZP5YBVzCIhHO6uQs~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/gb_ct_execution_camera_anim.LAO~2F6EDD0VgMR~2BoL5d788VcFJsk~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_25_m.7amLLZ8i0w2RNAW6mzWzXpQcfcc~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/uifx_btn_ripple.~2Fgtdy3RiX6iDcM~2Bb3dmvJKe35Ow~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_gb_ct_execution.vfeqUELHSWciIjp2mohVLJO75P0~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_06_f.H~2FGitY~2Bv~2FfyzwIjffa8Cr3Ra~2F3M~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/uihudpresetpickmain.lWFdOnAjmcls33h0I97~2FMBDb3JM~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_ronaldobr53_voice_item_01_m_en.Yn1T7Q8iOeL4TlLFD8IMBPaqZYM~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/ff_vfx_ingame_male_cos_br_soccer_blue_face.XTBIuDXO0XWC9hUd2iKotubQZ0Q~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_23_f.y7EdwLrgFyq4rYQnMkJQGGOdJXU~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/config_techdevice.O~2BMNt1utrrW0DPXHLX6MzXMv5HQ~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/uihudpresetpickmain.lWFdOnAjmcls33h0I97~2FMBDb3JM~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_29_f.oZWbfLtDT5d5RoazPl6OE9jxVG8~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/config_clothdata.SpP4f4wJQ~2Fg2db8k91L5efDIXcQ~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/gs_overwrite_weapon_config.e4OreZVxwHbdoqtG6s1SU4ME~2F5w~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/preview_bluetears_mounts_flymove_male_lobby.TdXzxLXVntRBcIkP7kw51McYoJU~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/config_collection_emotedata.3zuoaDQng40Km24bVyT~2BZMVO~2FLM~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_16_f.fp~2BPH6KTtFkQrXkFmkP8qBB01Kc~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/ff_vfx_ingame_female_cos_br_soccer_yellow_shoes.yfqgjjkAi7chXknuWXqrbKZpvKU~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/preview_bluetears_mounts_flymove_male_lobby.TdXzxLXVntRBcIkP7kw51McYoJU~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/config_laddermatch_webtutorial.oomAA~2BH0qe08KnD4HohF2aN0fUU~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/config_presetpick.bxqOaFktBPzmquSRVM1gVLdbdLs~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_33_f.Yk6nYk5gNw0qzP19UlMtAc2NfcU~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_10_m.nbVJw3P~2Bc8o46aUClTH3g3b2QIU~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/ingame_vehicle_horse_moto.bkIVsFVZ~2BfjwYshPPM2hbs8EEaQ~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/female_1p_backpack_magical_003.G4EU2G5USovydkSWiQcj032BU4U~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/ff_vfx_shopshow_female_cos_magical.ojF0B3kntFvvkQuVUw951PGbQpk~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/male_1p_backpack_magical_003.hZrvu9C4r7yNdSZHdNrtENCDXII~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/config_default_gamemodesetting.eY6esRpjtBwo762zvns86nZuj~2Bs~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/ff_vfx_ingame_male_cos_br_soccer_yellow_top.9Ekwzs1jR2DtYqBTxLpwvfXMPxg~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/ff_vfx_shopshow_female_cos_magical.ojF0B3kntFvvkQuVUw951PGbQpk~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_ronaldolatam53_voice_item_01_m_en.5lHMVHDmIuT7vG8Rj90zsk76m80~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/customizeitems_wall.A~2F8vyWdLSY188lBd1ObJNypllAI~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_14_m.RXKZAjtUFdqPFuPlLRuU0F6seu8~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/ff_vfx_shopshow_female_cos_magical.ojF0B3kntFvvkQuVUw951PGbQpk~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/male_gb_ct_execution_anim.RT5yoE99yQZCk3SvvolNEO17Cn0~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_18_f.p6hoVWLpIPZpeYPhf2kscAdaHLc~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/techairdrop_bluetears.65xD2n2SGBvAnrJ~2FJwxaexrnUBk~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/config_level_reward.wGGcRHIFo0HpAw5g8vyRvHKT89w~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_31_m.AO45p6lwtF0zKtnJOjxQi6WfgXU~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_12_f.80yZ~2FMpyXeNfy2Fujibo8S2t3iM~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/vfx_uihud_announce_fal_spirit24.vrIFclSTRCOHL6zXLIc8GZjkkXM~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_05_m.gi8uMtB3mBc~2Fc37BDQNw0bu7qT8~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/preview_bluetears_mounts_flymove_female_lobby.YX4qGT0CZHEMK~2FWUloHbH9nTmBU~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_bambinolatam53_voice_item_04_m_en.Xk9DUVZCiCEyA81Qk7OfNICZZrE~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_26_f.aMUMPMD9fxCBR2H8Me5~2FvWpiW~2BI~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/ob53_bluetears_underwater_cs_fix.izlf4214wtwmppvavezHUvzwfQA~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/preview_bluetears_mounts_flymove_female_lobby.YX4qGT0CZHEMK~2FWUloHbH9nTmBU~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/config_gameplayaffix.uo42jcN4IBvQNyLhn9izFr~2BKjbw~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_ronaldolatam53_voice_item_02_m_en.4t55a2joLSxpRtabRXQvROvqR2s~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/ff_vfx_ingame_male_cos_br_soccer_blue_top.Ww701O0BLj3~2BHlQqJaUopRJ4pmg~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/uibigmap.JjrwqGYOgI5bwDg6gYi6raJDf5k~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/ingame_workshop_content_data_config.dDOM~2BxIfc~2B9OIw6xjWDf2vPge8g~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_03_f.A~2BQSuB2QuGs1xOEJAFqpkO5XSPk~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_20_m.OjGu3C5BA~2F5ufcMa1OBdMfGyYSE~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/uibigmap.JjrwqGYOgI5bwDg6gYi6raJDf5k~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_09_f.hUbrlOyB15~2Bqdmv~2BfuNKDPerAR8~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_07_f.JK0rzxNNEJ1vq8UGjYnzKkCvync~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_24_m.nSPcgb3Xkmw8xU9n9uaQaQTlEyg~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/ff_vfx_ingame_female_cos_br_soccer_blue_face.d9qcfiov~2FMa8qcJiez9X1tBbl7c~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/config_clothes_setid.8yZNHvkyBrdIQ8SXNyqUfFbhz2E~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/config_workshop_level_exp.W80sI5yUC04bBRglKtHrERqD2FA~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/config_ugccustomlevelobject.9daydxeD~2BysWbpTAuE6TnWltrXM~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_ronaldobr53_voice_item_03_m_en.dLf09TkYrbQheuRWWQ~2BhpUH3xKA~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/ff_vfx_ingame_female_cos_br_soccer_blue_top.bcOoqfa0oP6ANoGRRvxoxo4PBpw~3D
HTTPS | dl-core.cdn.freefiremobile.com/live/ABHotUpdates/ios/1.123.17/gameassetbundles/sound_t_53_ing_chat_28_f.FxoSVi7f38kWBof4UgbiXY7sDMs~3D
